termID	termDef	totalTermGenes	totalTermSizeAA	nConvGenes	nConvSites	nDivGenes	nDivSites	totalMutatedGenes	funcClust
MP:0010311	increased meningioma incidence	1	59	0	0	0	0	0	nervous
MP:0010312	increased oligodendroglioma incidence	1	201	0	0	0	0	0	nervous
MP:0010313	increased osteoma incidence	4	3355	0	0	0	0	0	skeleton
MP:0010314	increased neurofibroma incidence	3	983	0	0	0	0	0	nervous
MP:0010315	increased cholangiocarcinoma incidence	5	1764	0	0	0	0	0	liver
MP:0010316	increased thyroid tumor incidence	12	7409	2	2	2	2	3	gland
MP:0010318	increased salivary gland tumor incidence	12	6086	2	3	1	1	3	gland
MP:0010320	increased pituitary gland tumor incidence	29	13180	1	1	2	3	3	nervous
MP:0010321	increased parathyroid gland tumor incidence	3	830	0	0	0	0	0	gland
MP:0010322	increased cutaneous melanoma incidence	6	2142	1	1	0	0	1	skin
MP:0010323	retropulsion	10	7112	1	3	1	1	1	behavior
MP:0010324	abnormal malleus processus brevis morphology	7	2558	0	0	0	0	0	hearing
MP:0010326	malleus hypoplasia	2	295	0	0	0	0	0	hearing
MP:0010328	thin malleus neck	1	55	0	0	0	0	0	hearing
MP:0010330	abnormal circulating lipoprotein level	208	96020	30	37	37	49	51	homeostasis
MP:0010331	abnormal apolipoprotein level	10	7706	1	1	1	2	1	homeostasis
MP:0010332	abnormal circulating apolipoprotein level	5	6120	1	1	1	2	1	homeostasis
MP:0010333	abnormal circulating apolipoprotein E level	4	5411	1	1	1	2	1	homeostasis
MP:0010334	pleural effusion	11	4221	1	1	1	1	1	respiratory
MP:0010335	fused first pharyngeal arch	7	3461	1	1	1	1	2	craniofacial
MP:0010336	increased acute lymphoblastic leukemia incidence	7	2542	0	0	0	0	0	tumorigenesis
MP:0010337	increased chronic lymphocytic leukemia incidence	1	187	0	0	0	0	0	tumorigenesis
MP:0010338	increased desmoid tumor incidence	1	2377	0	0	0	0	0	tumorigenesis
MP:0010343	increased lipoma incidence	3	686	1	1	0	0	1	tumorigenesis
MP:0010344	increased hibernoma incidence	2	340	0	0	0	0	0	tumorigenesis
MP:0010345	increased thyroid C-cell carcinoma incidence	2	1304	0	0	1	1	1	gland
MP:0010346	increased thyroid carcinoma incidence	6	4183	0	0	1	1	1	gland
MP:0010347	osseous metaplasia	1	201	0	0	0	0	0	tumorigenesis
MP:0010348	increased pancreatic islet cell carcinoma incidence	3	1311	0	0	0	0	0	gland
MP:0010349	increased teratocarcinoma incidence	2	372	0	0	0	0	0	tumorigenesis
MP:0010350	increased pituitary adenohypophysis tumor incidence	3	1551	0	0	1	1	1	nervous
MP:0010351	increased pituitary melanotroph tumor incidence	3	1505	0	0	1	1	1	nervous
MP:0010352	gastrointestinal tract polyps	26	17429	4	5	4	4	8	digestive
MP:0010355	abnormal first pharyngeal arch artery morphology	4	1526	0	0	0	0	0	cardiovascular
MP:0010356	abnormal second pharyngeal arch artery morphology	5	1308	0	0	0	0	0	cardiovascular
MP:0010357	increased prostate gland tumor incidence	26	15572	3	5	3	4	5	reproduction
MP:0010358	abnormal free fatty acids level	156	75761	25	31	22	26	39	homeostasis
MP:0010359	increased liver free fatty acids level	4	2802	2	2	0	0	2	homeostasis
MP:0010360	decreased liver free fatty acids level	7	2475	1	1	0	0	1	homeostasis
MP:0010362	increased ganglioneuroma incidence	1	736	1	1	1	1	1	nervous
MP:0010363	increased fibrosarcoma incidence	13	3960	2	2	0	0	2	tumorigenesis
MP:0010365	increased thymus tumor incidence	81	43184	5	6	13	16	16	gland
MP:0010366	increased adrenal cortical tumor incidence	2	2669	0	0	0	0	0	gland
MP:0010367	increased spindle cell carcinoma incidence	6	3061	1	1	1	1	1	tumorigenesis
MP:0010368	abnormal lymphatic system physiology	12	5123	2	2	1	2	3	immune
MP:0010369	abnormal thalamus neuron morphology	1	320	0	0	0	0	0	nervous
MP:0010371	abnormal epiglottis morphology	4	1997	0	0	0	0	0	respiratory
MP:0010373	myeloid hyperplasia	38	20657	5	6	8	11	11	immune
MP:0010375	increased kidney iron level	10	6609	2	2	2	2	2	homeostasis
MP:0010376	decreased kidney iron level	1	422	0	0	0	0	0	homeostasis
MP:0010377	abnormal gut flora balance	12	4632	0	0	1	1	1	digestive
MP:0010378	increased respiratory quotient	43	21586	4	6	6	6	8	homeostasis
MP:0010379	decreased respiratory quotient	47	20267	3	4	6	7	9	homeostasis
MP:0010380	abnormal inner cell mass apoptosis	20	6917	2	3	1	1	3	development
MP:0010382	abnormal dosage compensation, by inactivation of X chromosome	2	1193	1	1	0	0	1	cellular
MP:0010383	increased adenoma incidence	137	64254	13	16	19	20	29	tumorigenesis
MP:0010384	increased renal carcinoma incidence	7	5052	0	0	1	1	1	renal
MP:0010386	abnormal urinary bladder physiology	25	10854	1	1	3	3	3	renal
MP:0010387	abnormal Bergmann glial cell morphology	9	8711	0	0	1	1	1	nervous
MP:0010388	abnormal Bergmann glial cell differentiation	1	291	0	0	1	1	1	nervous
MP:0010389	mosaic coat color	2	1788	2	2	0	0	2	skin
MP:0010390	increased adrenocortical adenoma incidence	1	537	0	0	0	0	0	gland
MP:0010391	increased rhabdomyoma incidence	1	344	0	0	0	0	0	muscle
MP:0010392	prolonged QRS complex duration	32	21723	8	11	10	19	12	cardiovascular
MP:0010393	shortened QRS complex duration	2	2523	2	5	1	1	2	cardiovascular
MP:0010394	decreased QRS amplitude	5	2449	3	3	1	1	3	cardiovascular
MP:0010395	abnormal pharyngeal arch development	7	1661	0	0	1	1	1	development
MP:0010396	ectopic pharyngeal arch	1	306	0	0	0	0	0	craniofacial
MP:0010397	abnormal otic capsule development	1	306	0	0	0	0	0	hearing
MP:0010398	decreased liver glycogen level	20	8397	2	2	2	2	4	homeostasis
MP:0010399	decreased skeletal muscle glycogen level	4	1782	0	0	0	0	0	muscle
MP:0010400	increased liver glycogen level	29	12302	1	1	4	4	5	homeostasis
MP:0010401	increased skeletal muscle glycogen level	17	12172	1	1	3	3	4	muscle
MP:0010402	ventricular septal defect	187	117604	17	19	16	18	28	cardiovascular
MP:0010403	atrial septal defect	80	54889	9	10	9	10	15	cardiovascular
MP:0010404	ostium primum atrial septal defect	17	10340	1	1	2	2	3	cardiovascular
MP:0010405	ostium secundum atrial septal defect	10	13389	2	2	1	1	2	cardiovascular
MP:0010406	common atrium	20	12751	4	4	2	2	4	cardiovascular
MP:0010408	sinus venosus atrial septal defect	2	369	0	0	1	1	1	cardiovascular
MP:0010412	atrioventricular septal defect	59	45688	7	9	14	16	17	cardiovascular
MP:0010413	complete atrioventricular septal defect	19	18832	3	3	3	3	4	cardiovascular
MP:0010414	partial atrioventricular septal defect	1	377	0	0	0	0	0	cardiovascular
MP:0010417	subarterial ventricular septal defect	1	226	0	0	0	0	0	cardiovascular
MP:0010418	perimembraneous ventricular septal defect	55	37570	6	6	5	5	10	cardiovascular
MP:0010419	inlet ventricular septal defect	4	2267	1	1	1	1	2	cardiovascular
MP:0010420	muscular ventricular septal defect	29	24356	3	3	2	3	4	cardiovascular
MP:0010421	ventricular aneurysm	2	1191	2	2	0	0	2	cardiovascular
MP:0010422	heart right ventricle hypoplasia	12	7547	2	2	2	2	3	cardiovascular
MP:0010423	heart right ventricle aneurysm	1	539	1	1	0	0	1	cardiovascular
MP:0010426	abnormal heart and great artery attachment	174	103030	15	17	20	22	29	cardiovascular
MP:0010428	abnormal heart right ventricle outflow tract morphology	46	29935	6	7	6	6	8	cardiovascular
MP:0010431	atrial situs inversus	2	858	0	0	0	0	0	cardiovascular
MP:0010432	common ventricle	13	4602	0	0	3	3	3	cardiovascular
MP:0010433	double inlet heart left ventricle	2	1192	0	0	0	0	0	cardiovascular
MP:0010436	abnormal coronary sinus morphology	5	4002	0	0	0	0	0	cardiovascular
MP:0010437	absent coronary sinus	3	2963	0	0	0	0	0	cardiovascular
MP:0010439	abnormal hepatic vein morphology	4	1941	0	0	2	2	2	cardiovascular
MP:0010440	anomalous pulmonary venous connection	6	7020	1	1	1	1	1	cardiovascular
MP:0010441	total anomalous pulmonary venous connection	1	3356	1	1	1	1	1	cardiovascular
MP:0010446	heart left ventricle hypoplasia	2	553	0	0	0	0	0	cardiovascular
MP:0010449	heart right ventricle outflow tract stenosis	16	9860	1	1	1	1	2	cardiovascular
MP:0010450	atrial septal aneurysm	1	276	0	0	0	0	0	cardiovascular
MP:0010451	kidney microaneurysm	6	4302	1	1	1	1	1	cardiovascular
MP:0010452	retina microaneurysm	3	4407	1	1	1	2	1	vision
MP:0010453	abnormal coronary vein morphology	2	1703	0	0	0	0	0	cardiovascular
MP:0010454	abnormal truncus arteriosus septation	87	49123	5	6	4	5	7	cardiovascular
MP:0010455	aortopulmonary window	4	1582	1	1	0	0	1	cardiovascular
MP:0010457	pulmonary artery stenosis	8	4277	0	0	0	0	0	cardiovascular
MP:0010458	pulmonary trunk hypoplasia	2	365	0	0	0	0	0	cardiovascular
MP:0010459	supravalvar pulmonary trunk stenosis	5	2093	0	0	0	0	0	cardiovascular
MP:0010460	pulmonary artery hypoplasia	10	10507	3	4	4	5	4	cardiovascular
MP:0010463	aorta stenosis	11	3800	0	0	3	3	3	cardiovascular
MP:0010464	abnormal aortic arch and aortic arch branch attachment	41	18584	0	0	4	5	4	cardiovascular
MP:0010465	aberrant origin of the right subclavian artery	35	16091	0	0	3	4	3	cardiovascular
MP:0010466	vascular ring	31	22810	3	4	4	6	5	cardiovascular
MP:0010468	abnormal thoracic aorta morphology	116	73669	12	14	21	26	24	cardiovascular
MP:0010469	ascending aorta hypoplasia	3	3702	0	0	0	0	0	cardiovascular
MP:0010470	ascending aorta dilation	4	4167	1	1	0	0	1	cardiovascular
MP:0010471	supravalvar aortic stenosis	1	291	0	0	0	0	0	cardiovascular
MP:0010472	abnormal ascending aorta and coronary artery attachment	3	5571	1	1	1	1	1	cardiovascular
MP:0010473	descending aorta dilation	1	418	0	0	0	0	0	cardiovascular
MP:0010476	coronary fistula	4	6687	0	0	0	0	0	cardiovascular
MP:0010477	coronary artery aneurysm	1	277	0	0	0	0	0	cardiovascular
MP:0010478	intracranial aneurysm	2	427	0	0	0	0	0	cardiovascular
MP:0010479	brain aneurysm	2	580	0	0	0	0	0	cardiovascular
MP:0010480	pulmonary arteriovenous malformation	2	425	0	0	0	0	0	cardiovascular
MP:0010482	abnormal aortic sinus morphology	4	4877	0	0	0	0	0	cardiovascular
MP:0010483	aortic sinus aneurysm	3	3424	0	0	0	0	0	cardiovascular
MP:0010484	bicuspid aortic valve	10	5629	1	2	2	2	2	cardiovascular
MP:0010485	aortic arch hypoplasia	4	1251	0	0	0	0	0	cardiovascular
MP:0010486	absent right subclavian artery	3	1030	1	1	1	1	2	cardiovascular
MP:0010487	abnormal right subclavian artery morphology	39	21722	3	4	5	7	6	cardiovascular
MP:0010488	abnormal left subclavian artery morphology	7	4124	0	0	1	2	1	cardiovascular
MP:0010489	abnormal heart atrium auricular region morphology	5	988	1	1	1	1	2	cardiovascular
MP:0010493	abnormal atrium myocardium morphology	4	2998	1	1	0	0	1	cardiovascular
MP:0010498	abnormal interventricular septum muscular part morphology	31	24879	3	3	2	3	4	cardiovascular
MP:0010499	abnormal ventricle myocardium morphology	99	58255	11	13	5	6	14	cardiovascular
MP:0010500	myocardium hypoplasia	87	50516	9	10	5	6	12	cardiovascular
MP:0010501	atrium myocardium hypoplasia	1	236	0	0	0	0	0	cardiovascular
MP:0010502	ventricle myocardium hypoplasia	73	42913	8	9	3	4	10	cardiovascular
MP:0010503	myocardial trabeculae hypoplasia	61	35055	6	7	4	4	9	cardiovascular
MP:0010504	abnormal RR interval	20	14807	8	11	4	8	9	cardiovascular
MP:0010505	abnormal T wave	8	9765	3	6	2	4	3	cardiovascular
MP:0010506	prolonged RR interval	8	6258	5	7	2	4	5	cardiovascular
MP:0010507	shortened RR interval	8	3685	2	3	1	3	2	cardiovascular
MP:0010508	abnormal heart electrocardiography waveform feature	118	65026	20	26	16	28	27	cardiovascular
MP:0010510	absent P wave	2	1737	1	1	0	0	1	cardiovascular
MP:0010511	shortened PR interval	7	4240	1	2	1	1	1	cardiovascular
MP:0010512	absent PR interval	1	599	0	0	0	0	0	cardiovascular
MP:0010514	fragmented QRS complex	1	250	0	0	1	1	1	cardiovascular
MP:0010515	abnormal Q wave	1	441	0	0	0	0	0	cardiovascular
MP:0010519	atrioventricular block	47	31351	8	9	9	16	12	cardiovascular
MP:0010520	sinoatrial block	17	9457	4	5	6	6	7	cardiovascular
MP:0010521	absent pulmonary artery	3	1532	0	0	0	0	0	cardiovascular
MP:0010522	calcified aorta	2	1083	1	1	0	0	1	cardiovascular
MP:0010524	calcified aortic arch	1	576	1	1	0	0	1	cardiovascular
MP:0010526	aortic arch coarctation	3	2835	0	0	1	1	1	cardiovascular
MP:0010527	bicuspid pulmonary valve	3	586	0	0	0	0	0	cardiovascular
MP:0010530	cerebral arteriovenous malformation	2	644	0	0	0	0	0	cardiovascular
MP:0010531	gastrointestinal arteriovenous malformation	1	364	0	0	0	0	0	cardiovascular
MP:0010534	calcified myocardium	1	652	1	1	0	0	1	cardiovascular
MP:0010535	myocardial steatosis	1	270	1	1	0	0	1	cardiovascular
MP:0010537	tumor regression	7	2663	1	2	0	0	1	tumorigenesis
MP:0010540	long stride length	5	2264	1	2	3	4	3	behavior
MP:0010541	aorta hypoplasia	9	5546	2	2	1	1	2	cardiovascular
MP:0010543	aorta tubular hypoplasia	2	442	1	1	0	0	1	cardiovascular
MP:0010544	interrupted aorta	40	23624	3	4	7	8	8	cardiovascular
MP:0010545	abnormal heart layer morphology	365	211029	47	55	43	53	76	cardiovascular
MP:0010546	abnormal subendocardium layer morphology	3	3619	1	3	1	3	1	cardiovascular
MP:0010547	abnormal mesocardium morphology	3	1481	0	0	0	0	0	cardiovascular
MP:0010549	absent dorsal mesocardium	2	621	0	0	0	0	0	cardiovascular
MP:0010551	abnormal coronary vessel morphology	53	40010	3	3	4	6	6	cardiovascular
MP:0010552	abnormal HV interval	4	1431	1	3	0	0	1	cardiovascular
MP:0010553	prolonged HV interval	3	605	0	0	0	0	0	cardiovascular
MP:0010554	shortened HV interval	1	826	1	3	0	0	1	cardiovascular
MP:0010556	thin ventricle myocardium compact layer	17	11976	2	2	1	1	3	cardiovascular
MP:0010557	dilated pulmonary artery	3	1436	0	0	1	1	1	cardiovascular
MP:0010558	sinus venosus hypoplasia	1	236	0	0	0	0	0	cardiovascular
MP:0010559	heart block	65	41837	10	13	13	22	17	cardiovascular
MP:0010561	absent coronary vessels	3	3294	0	0	0	0	0	cardiovascular
MP:0010563	increased heart right ventricle size	89	47174	12	13	11	12	19	cardiovascular
MP:0010564	abnormal fetal ductus arteriosus morphology	24	12824	0	0	2	2	2	cardiovascular
MP:0010565	absent fetal ductus arteriosus	5	2931	0	0	0	0	0	cardiovascular
MP:0010566	abnormal left posterior bundle morphology	2	1131	0	0	0	0	0	cardiovascular
MP:0010567	abnormal right bundle morphology	1	439	0	0	0	0	0	cardiovascular
MP:0010568	abnormal bulbus cordis morphology	1	891	1	1	0	0	1	cardiovascular
MP:0010570	prolonged ST segment	6	2555	1	1	1	1	1	cardiovascular
MP:0010571	shortened ST segment	4	1721	1	2	1	3	1	cardiovascular
MP:0010572	persistent right dorsal aorta	10	3839	0	0	1	1	1	cardiovascular
MP:0010574	aorta dilation	17	9425	2	2	1	2	2	cardiovascular
MP:0010576	premature closure of the ductus arteriosus	2	1038	0	0	0	0	0	cardiovascular
MP:0010577	abnormal heart right ventricle size	105	54129	13	14	12	13	21	cardiovascular
MP:0010578	abnormal heart left ventricle size	101	55856	13	13	18	20	27	cardiovascular
MP:0010579	increased heart left ventricle size	89	50860	12	12	17	19	25	cardiovascular
MP:0010580	decreased heart left ventricle size	12	5242	1	1	1	1	2	cardiovascular
MP:0010581	abnormal atrium myocardial trabeculae morphology	1	236	0	0	0	0	0	cardiovascular
MP:0010583	abnormal conotruncus morphology	31	15986	1	1	2	2	2	cardiovascular
MP:0010584	abnormal conotruncus septation	6	4760	1	1	1	1	1	cardiovascular
MP:0010585	abnormal conotruncal ridge morphology	26	14101	1	1	2	2	2	cardiovascular
MP:0010586	absent conotruncal ridges	3	4453	1	1	1	1	1	cardiovascular
MP:0010587	conotruncal ridge hypoplasia	11	5826	0	0	1	1	1	cardiovascular
MP:0010588	conotruncal ridge hyperplasia	5	4248	1	1	1	1	1	cardiovascular
MP:0010589	common truncal valve	6	4381	0	0	0	0	0	cardiovascular
MP:0010591	enlarged aortic valve	8	2580	1	1	1	1	1	cardiovascular
MP:0010592	abnormal atrioventricular septum morphology	62	49047	8	10	14	16	18	cardiovascular
MP:0010593	thick aortic valve cusps	12	5824	1	1	0	0	1	cardiovascular
MP:0010594	thick aortic valve	21	10125	3	4	3	3	4	cardiovascular
MP:0010595	abnormal aortic valve cusp morphology	22	10523	2	3	2	2	3	cardiovascular
MP:0010598	abnormal aortic valve anulus morphology	1	339	0	0	0	0	0	cardiovascular
MP:0010600	enlarged pulmonary valve	7	2263	0	0	0	0	0	cardiovascular
MP:0010601	thick pulmonary valve	19	9473	3	4	3	3	4	cardiovascular
MP:0010602	abnormal pulmonary valve cusp morphology	11	4218	1	1	0	0	1	cardiovascular
MP:0010605	thick pulmonary valve cusps	6	1891	1	1	0	0	1	cardiovascular
MP:0010607	common atrioventricular valve	13	10232	3	4	2	2	4	cardiovascular
MP:0010610	patent aortic valve	1	382	0	0	0	0	0	cardiovascular
MP:0010611	patent pulmonary valve	1	382	0	0	0	0	0	cardiovascular
MP:0010613	abnormal mitral valve anulus morphology	1	364	0	0	0	0	0	cardiovascular
MP:0010614	abnormal mitral valve cusp morphology	9	6637	0	0	2	2	2	cardiovascular
MP:0010617	thick mitral valve cusps	7	5592	0	0	1	1	1	cardiovascular
MP:0010618	enlarged mitral valve	6	2988	1	1	0	0	1	cardiovascular
MP:0010620	thick mitral valve	10	7052	1	1	1	1	2	cardiovascular
MP:0010621	abnormal tricuspid valve anulus morphology	1	364	0	0	0	0	0	cardiovascular
MP:0010622	abnormal tricuspid valve cusp morphology	2	1045	0	0	1	1	1	cardiovascular
MP:0010625	absent tricuspid valve cusps	2	1045	0	0	1	1	1	cardiovascular
MP:0010627	enlarged tricuspid valve	4	2071	1	1	0	0	1	cardiovascular
MP:0010628	patent tricuspid valve	1	434	0	0	0	0	0	cardiovascular
MP:0010629	thick tricuspid valve	4	1938	1	1	0	0	1	cardiovascular
MP:0010630	abnormal cardiac muscle tissue morphology	270	154917	33	40	35	43	58	muscle
MP:0010632	cardiac muscle necrosis	6	2681	2	2	2	2	3	muscle
MP:0010633	myocardial hypertrophy	3	2201	0	0	0	0	0	cardiovascular
MP:0010634	increased QRS amplitude	2	1327	0	0	0	0	0	cardiovascular
MP:0010635	aorta pulmonary collateral arteries	2	530	0	0	0	0	0	respiratory
MP:0010636	bundle branch block	34	23731	8	11	10	19	12	cardiovascular
MP:0010637	sinus bradycardia	10	10358	2	3	2	2	3	cardiovascular
MP:0010639	altered tumor pathology	228	99631	23	27	36	43	48	tumorigenesis
MP:0010640	ventricular myocardium compact layer hypoplasia	7	4310	1	1	2	3	2	cardiovascular
MP:0010641	descending aorta stenosis	1	369	0	0	0	0	0	cardiovascular
MP:0010642	absent third pharyngeal arch	8	4830	0	0	1	2	1	craniofacial
MP:0010643	absent fourth pharyngeal arch	4	817	0	0	0	0	0	craniofacial
MP:0010644	absent sixth pharyngeal arch	2	358	0	0	0	0	0	craniofacial
MP:0010645	failure of conotruncal ridge closure	2	456	0	0	0	0	0	cardiovascular
MP:0010646	absent pulmonary vein	3	1046	0	0	0	0	0	cardiovascular
MP:0010649	dilated pulmonary trunk	1	434	0	0	0	0	0	cardiovascular
MP:0010651	aorticopulmonary septal defect	78	44634	5	6	4	5	7	cardiovascular
MP:0010652	absent aorticopulmonary septum	2	2342	0	0	0	0	0	cardiovascular
MP:0010653	abnormal Wallerian degeneration	2	1148	0	0	0	0	0	nervous
MP:0010654	slow Wallerian degeneration	1	769	0	0	0	0	0	nervous
MP:0010655	absent cardiac jelly	1	516	0	0	0	0	0	cardiovascular
MP:0010656	thick myocardium	6	6320	0	0	1	1	1	cardiovascular
MP:0010657	absent pulmonary trunk	1	583	0	0	0	0	0	cardiovascular
MP:0010658	thoracic aorta aneurysm	10	5796	1	1	1	2	1	cardiovascular
MP:0010659	abdominal aorta aneurysm	8	5635	1	1	1	2	1	cardiovascular
MP:0010661	ascending aorta aneurysm	8	5484	1	1	1	2	1	cardiovascular
MP:0010662	abnormal intersomitic artery morphology	4	2036	0	0	0	0	0	cardiovascular
MP:0010663	abnormal brachiocephalic trunk morphology	4	1466	0	0	0	0	0	cardiovascular
MP:0010664	abnormal vitelline artery morphology	3	1263	0	0	0	0	0	cardiovascular
MP:0010666	abnormal vitelline vein morphology	1	250	0	0	0	0	0	cardiovascular
MP:0010668	abnormal hepatic portal vein morphology	5	1350	0	0	0	0	0	cardiovascular
MP:0010669	abnormal activation-induced B cell apoptosis	7	3077	0	0	0	0	0	immune
MP:0010674	increased activation-induced B cell apoptosis	3	1130	0	0	0	0	0	immune
MP:0010675	decreased activation-induced B cell apoptosis	4	1947	0	0	0	0	0	immune
MP:0010677	decreased activation-induced cell death of T cells	2	312	0	0	0	0	0	immune
MP:0010678	abnormal skin adnexa morphology	781	378902	93	109	107	127	171	skin
MP:0010680	abnormal skin adnexa physiology	151	72117	11	12	18	20	24	skin
MP:0010681	abnormal hair follicle bulb morphology	8	2843	2	2	2	3	2	skin
MP:0010682	abnormal hair follicle infundibulum morphology	8	3511	1	1	2	4	2	skin
MP:0010683	dilated hair follicle infundibulum	2	916	1	1	1	2	1	skin
MP:0010684	abnormal hair follicle outer root sheath morphology	25	11308	0	0	1	1	1	skin
MP:0010685	abnormal hair follicle inner root sheath morphology	15	6967	4	4	4	7	5	skin
MP:0010686	abnormal hair follicle matrix region morphology	3	1133	1	1	1	1	1	skin
MP:0010687	absent hair follicle dermal papilla	1	691	1	1	1	2	1	skin
MP:0010688	hair follicle outer rooth sheath hyperplasia	5	1415	0	0	0	0	0	skin
MP:0010689	thin hair follicle outer rooth sheath	1	303	0	0	0	0	0	skin
MP:0010690	thick hair follicle outer rooth sheath	2	896	0	0	0	0	0	skin
MP:0010695	abnormal blood pressure regulation	10	4003	0	0	1	1	1	cardiovascular
MP:0010697	abnormal systemic arterial blood pressure regulation	6	2653	0	0	1	1	1	cardiovascular
MP:0010698	abnormal impulsive behavior control	11	5222	3	3	2	2	4	behavior
MP:0010699	dilated hair follicles	5	2296	1	1	2	4	2	skin
MP:0010700	hair follicle comedo	1	333	0	0	1	1	1	skin
MP:0010701	fusion of atlas and odontoid process	11	4940	1	2	0	0	1	skeleton
MP:0010702	split cervical atlas	4	1851	0	0	0	0	0	skeleton
MP:0010703	split cervical axis	4	1851	0	0	0	0	0	skeleton
MP:0010705	absent metoptic pilar	2	795	0	0	0	0	0	vision
MP:0010706	ventral rotation of lens	5	2032	0	0	0	0	0	vision
MP:0010707	decreased ventral retina size	5	1869	0	0	0	0	0	vision
MP:0010708	absent iris stroma	1	381	0	0	0	0	0	vision
MP:0010709	absent anterior chamber	3	1275	1	1	1	1	1	vision
MP:0010710	absent sclera	5	1866	0	0	0	0	0	vision
MP:0010711	persistent hyperplastic primary vitreous	7	2480	0	0	0	0	0	vision
MP:0010712	absent nasolacrimal duct	3	1176	0	0	0	0	0	vision
MP:0010713	corneal-lenticular stalk	3	2474	2	3	2	3	2	vision
MP:0010714	iris coloboma	11	7147	0	0	0	0	0	vision
MP:0010715	retina coloboma	5	2375	0	0	0	0	0	vision
MP:0010716	optic disc coloboma	5	1971	0	0	0	0	0	vision
MP:0010717	optic nerve coloboma	2	449	0	0	0	0	0	vision
MP:0010719	ciliary body coloboma	1	666	0	0	0	0	0	vision
MP:0010720	absent sublingual duct	2	978	0	0	1	1	1	gland
MP:0010721	short sublingual duct	2	795	0	0	0	0	0	gland
MP:0010722	persistent cervical thymus	4	1794	0	0	1	1	1	gland
MP:0010724	thick interventricular septum	32	15853	1	1	2	2	3	cardiovascular
MP:0010725	thin interventricular septum	20	13306	2	2	2	2	4	cardiovascular
MP:0010727	increased glioblastoma incidence	2	1307	0	0	0	0	0	nervous
MP:0010728	fusion of atlas and occipital bones	12	4734	0	0	0	0	0	craniofacial
MP:0010729	absent arcus anterior	5	1452	0	0	0	0	0	skeleton
MP:0010730	absent odontoid process	2	575	0	0	0	0	0	skeleton
MP:0010731	absent ventral tubercle of atlas	1	239	0	0	0	0	0	skeleton
MP:0010732	abnormal node of Ranvier morphology	2	4167	1	1	1	1	1	nervous
MP:0010733	abnormal axon initial segment morphology	3	5301	0	0	0	0	0	nervous
MP:0010734	abnormal paranode morphology	9	7578	2	2	2	2	3	nervous
MP:0010735	abnormal paranodal axoglial junction morphology	5	3635	1	1	1	1	2	nervous
MP:0010736	abnormal extraembryonic ectoderm morphology	16	7298	4	4	1	1	5	development
MP:0010738	abnormal internode morphology	7	7630	3	3	3	3	4	nervous
MP:0010739	abnormal axolemma morphology	2	2558	1	1	0	0	1	nervous
MP:0010740	abnormal dendritic cell chemotaxis	7	1937	0	0	1	1	1	immune
MP:0010741	abnormal melanocyte proliferation	4	1764	1	1	0	0	1	cellular
MP:0010742	increased Schwann cell number	7	7191	3	3	3	3	3	nervous
MP:0010743	delayed suture closure	9	3789	2	2	3	3	3	skeleton
MP:0010744	abnormal cervical flexure morphology	1	487	0	0	0	0	0	nervous
MP:0010745	abnormal pre-Botzinger complex morphology	3	2458	0	0	1	2	1	nervous
MP:0010746	abnormal pre-Botzinger complex physiology	11	5786	0	0	2	3	2	nervous
MP:0010747	abnormal enamel organ morphology	3	1703	0	0	0	0	0	craniofacial
MP:0010748	abnormal visual evoked potential	10	5062	0	0	1	1	1	vision
MP:0010749	absent visual evoked potential	4	2107	0	0	0	0	0	vision
MP:0010750	increased susceptibility to parasitic infection induced morbidity/mortality	10	1260	0	0	1	1	1	immune
MP:0010751	decreased susceptibility to parasitic infection induced morbidity/mortality	8	3908	3	3	1	1	3	immune
MP:0010752	impaired mucociliary clearance	6	2624	1	1	1	2	2	respiratory
MP:0010754	abnormal heart left ventricle pressure	38	18444	3	3	5	7	7	cardiovascular
MP:0010755	abnormal heart right ventricle pressure	16	5841	0	0	0	0	0	cardiovascular
MP:0010758	increased right ventricle systolic pressure	6	1707	0	0	0	0	0	cardiovascular
MP:0010759	decreased right ventricle systolic pressure	2	780	0	0	0	0	0	cardiovascular
MP:0010760	abnormal macrophage chemotaxis	57	21302	8	10	7	10	13	immune
MP:0010762	abnormal microglial cell activation	16	6544	4	6	3	5	7	immune
MP:0010763	abnormal hematopoietic stem cell physiology	43	24392	4	6	5	8	8	blood
MP:0010766	abnormal NK cell physiology	78	23503	8	10	8	8	15	immune
MP:0010767	abnormal female meiosis I arrest	5	4115	1	1	2	3	3	reproduction
MP:0010768	mortality/aging	3790	1894561	379	433	463	559	736	development
MP:0010769	abnormal survival	3598	1835711	361	414	441	533	701	development
MP:0010770	preweaning lethality	3153	1650074	325	373	396	482	626	development
MP:0010771	integument phenotype	1421	692336	167	200	178	209	294	others
MP:0010772	abnormal pollex morphology	2	716	0	0	1	1	1	limb
MP:0010778	abnormal stomach fundus morphology	1	104	0	0	0	0	0	digestive
MP:0010779	abnormal stomach muscularis externa morphology	5	2444	0	0	1	3	1	muscle
MP:0010780	abnormal stomach smooth muscle circular layer morphology	3	1736	0	0	1	3	1	muscle
MP:0010781	pyloric sphincter hypertrophy	2	2110	0	0	1	3	1	muscle
MP:0010782	stomach smooth muscle circular layer hypertrophy	1	1148	0	0	1	3	1	muscle
MP:0010783	abnormal stomach wall morphology	77	32700	6	7	7	9	11	digestive
